ID_Pedido,Data_Pedido,Data_Entrega_Prevista,Data_Entrega_Real,ID_Fornecedor,Nome_Fornecedor,Categoria_Produto,Produto,Qtd,Preco_Unitario_Negociado,Preco_Tabela,Status_Entrega
PO-10635,2023-01-24,2023-02-01,2023-01-31,107,Componentes BR,MRO,Luvas de Proteção,336,381.84,425.76,Entregue
PO-10636,2023-09-08,2023-09-22,,102,Plásticos do Sul,MRO,Ferramentas de Corte,242,425.41,430.52,Pendente
PO-10637,2023-08-31,2023-09-05,2023-09-09,107,Componentes BR,Componentes,Microchip X1,237,385.73,451.5,Devolvido
PO-10638,2023-12-31,2024-01-17,2024-01-17,104,Global Embalagens,Matéria-Prima,Polímero Granulado,497,137.27,138.91,Entregue
PO-10639,2023-04-27,2023-05-04,2023-05-06,103,Eletrônicos Tech,Matéria-Prima,Bobina de Aço,77,18.21,17.55,Entregue
PO-10640,2023-01-29,2023-02-12,2023-02-12,105,Química Inovadora,Matéria-Prima,Resina Epóxi,363,82.07,85.17,Entregue
PO-10641,2023-05-01,2023-05-12,2023-05-12,108,Importadora Oriente,Componentes,Parafuso Inox,414,253.38,242.27,Entregue
PO-10642,2023-05-05,2023-05-17,2023-05-15,101,Metalúrgica AçoForte,Matéria-Prima,Bobina de Aço,410,36.73,37.5,Entregue
PO-10643,2023-01-13,2023-01-28,2023-01-28,108,Importadora Oriente,Componentes,Parafuso Inox,434,435.89,446.9,Entregue
PO-10644,2023-01-07,2023-01-17,2023-01-15,104,Global Embalagens,MRO,Ferramentas de Corte,23,467.07,477.18,Entregue
PO-10645,2023-02-27,2023-03-04,2023-03-02,102,Plásticos do Sul,Componentes,Sensor Óptico,390,319.72,375.38,Entregue
PO-10646,2023-06-14,2023-07-04,2023-07-01,102,Plásticos do Sul,Componentes,Sensor Óptico,488,358.61,394.48,Entregue
PO-10647,2023-09-15,2023-09-23,2023-09-20,102,Plásticos do Sul,MRO,Ferramentas de Corte,136,338.03,374.35,Entregue
PO-10648,2023-11-04,2023-11-16,2023-11-15,102,Plásticos do Sul,MRO,Luvas de Proteção,449,363.4,349.65,Entregue
PO-10649,2023-06-17,2023-06-30,2023-07-03,107,Componentes BR,Matéria-Prima,Chapa de Alumínio,308,99.72,100.2,Entregue
PO-10650,2023-06-19,2023-07-01,2023-07-01,106,Transportes & Log,Embalagem,Pallet Padrão,124,439.45,425.59,Entregue
PO-10651,2023-11-15,2023-11-21,2023-11-19,104,Global Embalagens,Componentes,Placa de Circuito,466,388.56,443.02,Entregue
PO-10652,2023-11-07,2023-11-19,2023-11-16,102,Plásticos do Sul,Embalagem,Caixa Papelão G,232,157.9,165.09,Entregue
PO-10653,2023-07-08,2023-07-15,2023-07-15,105,Química Inovadora,Embalagem,Caixa Papelão G,223,291.98,342.48,Entregue
PO-10654,2023-08-06,2023-08-22,2023-09-01,104,Global Embalagens,Componentes,Parafuso Inox,489,100.62,118.33,Entregue
PO-10655,2023-07-20,2023-07-31,2023-07-30,105,Química Inovadora,Matéria-Prima,Resina Epóxi,99,371.35,371.71,Entregue
PO-10656,2023-09-30,2023-10-09,2023-10-07,105,Química Inovadora,MRO,Ferramentas de Corte,124,104.81,117.51,Entregue
PO-10657,2023-05-24,2023-05-30,2023-05-28,104,Global Embalagens,Componentes,Placa de Circuito,73,303.2,317.0,Entregue
PO-10658,2023-03-17,2023-03-27,2023-04-01,104,Global Embalagens,MRO,Ferramentas de Corte,48,440.11,462.3,Entregue
PO-10659,2023-04-02,2023-04-09,2023-04-11,103,Eletrônicos Tech,Matéria-Prima,Resina Epóxi,224,119.92,140.07,Entregue
PO-10660,2023-07-21,2023-08-04,2023-08-07,106,Transportes & Log,MRO,Óleo Lubrificante,396,190.13,190.41,Entregue
PO-10661,2023-11-13,2023-11-25,2023-11-22,106,Transportes & Log,Componentes,Placa de Circuito,118,448.9,429.33,Entregue
PO-10662,2023-08-04,2023-08-13,2023-08-11,106,Transportes & Log,MRO,Óleo Lubrificante,108,214.35,246.53,Entregue
PO-10663,2023-01-23,2023-02-07,2023-02-05,102,Plásticos do Sul,Componentes,Parafuso Inox,42,110.07,110.84,Entregue
PO-10664,2023-05-19,2023-05-31,2023-05-28,101,Metalúrgica AçoForte,MRO,Ferramentas de Corte,262,276.09,269.43,Entregue
PO-10665,2023-08-10,2023-08-24,2023-08-24,108,Importadora Oriente,Componentes,Microchip X1,31,276.71,297.37,Entregue
PO-10666,2023-09-23,2023-09-29,2023-09-29,102,Plásticos do Sul,MRO,Luvas de Proteção,79,440.95,430.74,Entregue
PO-10667,2023-09-19,2023-09-30,2023-09-27,103,Eletrônicos Tech,Componentes,Microchip X1,278,16.09,15.36,Entregue
PO-10668,2023-04-01,2023-04-11,2023-04-08,106,Transportes & Log,Embalagem,Pallet Padrão,344,58.3,55.61,Entregue
PO-10669,2023-09-07,2023-09-20,2023-09-22,108,Importadora Oriente,Matéria-Prima,Chapa de Alumínio,463,428.54,488.67,Devolvido
PO-10670,2023-10-28,2023-11-07,2023-11-04,106,Transportes & Log,MRO,Luvas de Proteção,92,405.14,396.54,Entregue
PO-10671,2023-07-17,2023-08-03,2023-08-02,108,Importadora Oriente,Embalagem,Pallet Padrão,473,370.5,432.16,Entregue
PO-10672,2023-09-30,2023-10-08,2023-10-06,101,Metalúrgica AçoForte,Matéria-Prima,Polímero Granulado,492,274.64,294.04,Entregue
PO-10673,2023-02-06,2023-02-24,2023-02-23,105,Química Inovadora,MRO,Ferramentas de Corte,52,59.56,67.58,Entregue
PO-10674,2023-01-26,2023-02-13,2023-02-12,104,Global Embalagens,Componentes,Microchip X1,370,221.42,234.12,Entregue
PO-10675,2023-03-11,2023-03-31,2023-03-29,106,Transportes & Log,Matéria-Prima,Bobina de Aço,386,189.55,183.98,Entregue
PO-10676,2023-09-27,2023-10-03,,108,Importadora Oriente,Matéria-Prima,Polímero Granulado,459,220.31,248.71,Pendente
PO-10677,2023-06-21,2023-07-06,2023-07-05,108,Importadora Oriente,Embalagem,Caixa Papelão G,447,342.92,364.73,Entregue
PO-10678,2023-08-01,2023-08-13,2023-08-12,107,Componentes BR,MRO,Óleo Lubrificante,439,204.51,200.94,Entregue
PO-10679,2023-01-05,2023-01-11,2023-01-11,103,Eletrônicos Tech,Componentes,Sensor Óptico,191,126.45,123.34,Entregue
PO-10680,2023-01-20,2023-02-04,2023-02-01,106,Transportes & Log,MRO,Luvas de Proteção,419,212.95,227.49,Entregue
PO-10681,2023-06-03,2023-06-16,2023-06-13,105,Química Inovadora,Componentes,Sensor Óptico,351,366.49,368.16,Entregue
PO-10682,2023-12-07,2023-12-20,2023-12-21,108,Importadora Oriente,Matéria-Prima,Chapa de Alumínio,234,208.05,216.2,Entregue
PO-10683,2023-03-14,2023-03-25,2023-04-03,108,Importadora Oriente,Matéria-Prima,Polímero Granulado,404,73.13,78.28,Entregue
PO-10684,2023-11-25,2023-12-04,2023-12-02,105,Química Inovadora,MRO,Óleo Lubrificante,61,95.19,107.11,Entregue
PO-10685,2023-12-28,2024-01-13,2024-01-10,106,Transportes & Log,Matéria-Prima,Polímero Granulado,119,193.9,199.01,Entregue
PO-10686,2023-04-11,2023-04-16,2023-04-15,105,Química Inovadora,Embalagem,Caixa Papelão G,124,385.21,446.0,Entregue
PO-10687,2023-02-23,2023-02-28,2023-02-28,102,Plásticos do Sul,Matéria-Prima,Polímero Granulado,39,32.55,34.87,Entregue
PO-10688,2023-03-26,2023-03-31,2023-03-28,104,Global Embalagens,Embalagem,Caixa Papelão G,146,391.59,449.76,Entregue
PO-10689,2023-08-03,2023-08-19,2023-09-01,102,Plásticos do Sul,Componentes,Parafuso Inox,185,110.51,115.94,Entregue
PO-10690,2023-09-12,2023-09-28,2023-09-27,105,Química Inovadora,Embalagem,Filme Stretch,36,29.97,34.64,Entregue
PO-10691,2023-11-08,2023-11-19,2023-11-16,106,Transportes & Log,MRO,Luvas de Proteção,467,202.73,229.3,Entregue
PO-10692,2023-09-18,2023-09-29,2023-09-29,101,Metalúrgica AçoForte,Matéria-Prima,Bobina de Aço,487,259.16,296.31,Entregue
PO-10693,2023-06-13,2023-06-18,2023-07-02,104,Global Embalagens,Componentes,Parafuso Inox,283,173.36,174.37,Entregue
PO-10694,2023-03-24,2023-04-05,2023-04-15,106,Transportes & Log,Matéria-Prima,Chapa de Alumínio,388,220.72,235.61,Entregue
PO-10695,2023-09-15,2023-09-20,2023-09-22,107,Componentes BR,Embalagem,Filme Stretch,206,295.24,314.0,Entregue
PO-10696,2023-11-02,2023-11-20,2023-11-17,101,Metalúrgica AçoForte,Embalagem,Pallet Padrão,186,51.99,57.29,Entregue
PO-10697,2023-05-09,2023-05-28,2023-05-27,108,Importadora Oriente,Matéria-Prima,Polímero Granulado,135,143.44,149.77,Entregue
PO-10698,2023-08-04,2023-08-13,2023-08-11,105,Química Inovadora,Componentes,Parafuso Inox,237,399.21,420.26,Entregue
PO-10699,2023-10-20,2023-11-06,2023-11-03,107,Componentes BR,Embalagem,Pallet Padrão,433,159.88,179.96,Entregue
PO-10700,2023-10-30,2023-11-15,2023-11-20,102,Plásticos do Sul,Embalagem,Caixa Papelão G,79,154.91,154.82,Entregue
PO-10701,2023-07-04,2023-07-18,2023-07-15,102,Plásticos do Sul,MRO,Ferramentas de Corte,167,426.58,418.31,Entregue
PO-10702,2023-08-17,2023-09-01,2023-09-01,108,Importadora Oriente,Componentes,Microchip X1,487,213.37,236.15,Entregue
PO-10703,2023-07-29,2023-08-18,2023-08-16,104,Global Embalagens,Componentes,Sensor Óptico,408,28.35,31.45,Entregue
PO-10704,2023-04-18,2023-04-26,2023-04-25,102,Plásticos do Sul,MRO,Óleo Lubrificante,438,48.37,51.36,Entregue
PO-10705,2023-02-14,2023-02-21,2023-02-24,103,Eletrônicos Tech,MRO,Luvas de Proteção,439,351.51,410.81,Entregue
PO-10706,2023-04-30,2023-05-20,2023-05-17,103,Eletrônicos Tech,Matéria-Prima,Bobina de Aço,493,216.2,223.08,Entregue
PO-10707,2023-07-28,2023-08-09,2023-08-11,106,Transportes & Log,Matéria-Prima,Polímero Granulado,133,338.22,391.26,Devolvido
PO-10708,2023-07-19,2023-08-04,,108,Importadora Oriente,MRO,Óleo Lubrificante,178,202.53,223.83,Pendente
PO-10709,2023-03-27,2023-04-06,2023-04-05,106,Transportes & Log,Matéria-Prima,Bobina de Aço,114,291.67,300.35,Entregue
PO-10710,2023-07-30,2023-08-15,2023-08-14,106,Transportes & Log,MRO,Ferramentas de Corte,285,154.04,166.48,Entregue
PO-10711,2023-06-30,2023-07-13,2023-07-10,101,Metalúrgica AçoForte,MRO,Ferramentas de Corte,189,26.05,26.33,Entregue
PO-10712,2023-08-14,2023-08-24,2023-08-21,102,Plásticos do Sul,Componentes,Parafuso Inox,43,321.18,373.4,Entregue
PO-10713,2023-09-10,2023-09-25,2023-09-23,105,Química Inovadora,Matéria-Prima,Polímero Granulado,206,167.09,185.97,Entregue
PO-10714,2023-07-09,2023-07-20,2023-07-18,102,Plásticos do Sul,Embalagem,Pallet Padrão,86,204.21,212.24,Entregue
PO-10715,2023-02-10,2023-02-16,2023-02-14,107,Componentes BR,Componentes,Placa de Circuito,324,202.61,233.06,Entregue
PO-10716,2023-10-01,2023-10-09,2023-10-06,106,Transportes & Log,MRO,Luvas de Proteção,477,267.92,289.27,Entregue
PO-10717,2023-02-06,2023-02-25,2023-03-09,105,Química Inovadora,Embalagem,Filme Stretch,269,322.53,323.81,Entregue
PO-10718,2023-09-29,2023-10-19,2023-10-18,104,Global Embalagens,Componentes,Sensor Óptico,75,314.4,333.36,Entregue
PO-10719,2023-03-16,2023-03-30,2023-03-27,108,Importadora Oriente,Matéria-Prima,Chapa de Alumínio,210,353.2,405.07,Entregue
PO-10720,2023-08-31,2023-09-11,,105,Química Inovadora,MRO,Óleo Lubrificante,367,301.89,324.08,Pendente
PO-10721,2023-12-13,2024-01-02,2023-12-30,101,Metalúrgica AçoForte,Matéria-Prima,Chapa de Alumínio,421,255.78,255.59,Entregue
PO-10722,2023-10-27,2023-11-01,2023-10-29,108,Importadora Oriente,Componentes,Parafuso Inox,370,103.76,105.02,Entregue
PO-10723,2023-07-05,2023-07-10,2023-07-09,103,Eletrônicos Tech,MRO,Luvas de Proteção,67,48.24,49.01,Entregue
PO-10724,2023-09-24,2023-10-07,2023-10-08,101,Metalúrgica AçoForte,Matéria-Prima,Chapa de Alumínio,90,28.09,27.09,Entregue
PO-10725,2023-12-04,2023-12-22,2023-12-19,101,Metalúrgica AçoForte,Componentes,Placa de Circuito,409,210.26,214.27,Entregue
PO-10726,2023-02-26,2023-03-18,2023-03-18,108,Importadora Oriente,MRO,Óleo Lubrificante,460,348.79,355.42,Entregue
PO-10727,2023-12-18,2023-12-28,2023-12-28,104,Global Embalagens,Matéria-Prima,Chapa de Alumínio,92,276.69,312.51,Entregue
PO-10728,2023-08-21,2023-09-09,2023-09-09,105,Química Inovadora,Matéria-Prima,Polímero Granulado,72,129.35,132.1,Entregue
PO-10729,2023-04-23,2023-05-08,,104,Global Embalagens,MRO,Luvas de Proteção,453,92.94,105.17,Pendente
PO-10730,2023-08-20,2023-09-02,2023-08-31,104,Global Embalagens,Matéria-Prima,Chapa de Alumínio,302,268.35,304.41,Entregue
PO-10731,2023-04-21,2023-05-11,2023-05-08,104,Global Embalagens,MRO,Ferramentas de Corte,157,396.29,392.94,Entregue
PO-10732,2023-10-31,2023-11-06,2023-11-12,102,Plásticos do Sul,Embalagem,Caixa Papelão G,165,89.72,95.58,Entregue
PO-10733,2023-11-06,2023-11-11,2023-11-13,101,Metalúrgica AçoForte,Matéria-Prima,Polímero Granulado,20,451.28,449.55,Entregue
PO-10734,2023-11-26,2023-12-13,2023-12-11,108,Importadora Oriente,Embalagem,Pallet Padrão,449,152.82,164.42,Entregue
PO-10735,2023-06-23,2023-07-13,2023-07-12,107,Componentes BR,MRO,Ferramentas de Corte,54,62.64,60.55,Entregue
PO-10736,2023-04-10,2023-04-18,2023-05-01,101,Metalúrgica AçoForte,Embalagem,Pallet Padrão,385,188.38,214.53,Entregue
PO-10737,2023-12-21,2024-01-05,2024-01-04,102,Plásticos do Sul,Embalagem,Caixa Papelão G,51,299.91,315.21,Entregue
PO-10738,2023-04-26,2023-05-16,2023-05-13,104,Global Embalagens,Matéria-Prima,Resina Epóxi,207,73.53,76.68,Entregue
PO-10739,2023-05-31,2023-06-06,2023-06-17,102,Plásticos do Sul,MRO,Óleo Lubrificante,35,74.79,75.66,Entregue
PO-10740,2023-02-19,2023-03-09,2023-03-08,107,Componentes BR,MRO,Óleo Lubrificante,28,415.91,420.34,Entregue
PO-10741,2023-02-14,2023-02-24,2023-02-24,107,Componentes BR,Matéria-Prima,Chapa de Alumínio,401,218.19,225.19,Entregue
PO-10742,2023-04-19,2023-05-04,2023-05-01,103,Eletrônicos Tech,Embalagem,Pallet Padrão,367,278.8,283.59,Entregue
PO-10743,2023-10-02,2023-10-15,2023-10-14,105,Química Inovadora,MRO,Luvas de Proteção,269,428.77,495.27,Entregue
PO-10744,2023-04-06,2023-04-12,2023-04-09,101,Metalúrgica AçoForte,Embalagem,Caixa Papelão G,389,447.87,471.26,Entregue
PO-10745,2023-12-25,2024-01-03,2023-12-31,106,Transportes & Log,Embalagem,Filme Stretch,54,73.83,83.07,Entregue
PO-10746,2023-05-01,2023-05-15,2023-05-16,108,Importadora Oriente,Matéria-Prima,Polímero Granulado,35,465.27,498.74,Entregue
PO-10747,2023-11-02,2023-11-15,,104,Global Embalagens,MRO,Ferramentas de Corte,65,303.52,323.55,Pendente
PO-10748,2023-10-07,2023-10-15,,101,Metalúrgica AçoForte,MRO,Ferramentas de Corte,57,422.18,442.8,Pendente
PO-10749,2023-05-06,2023-05-23,2023-05-22,104,Global Embalagens,MRO,Luvas de Proteção,127,25.16,27.34,Entregue
PO-10750,2023-10-06,2023-10-14,2023-10-19,106,Transportes & Log,Componentes,Placa de Circuito,413,330.5,324.66,Devolvido
PO-10751,2023-06-20,2023-07-07,2023-07-11,101,Metalúrgica AçoForte,Componentes,Microchip X1,435,458.55,450.79,Entregue
PO-10752,2023-08-09,2023-08-16,2023-08-15,107,Componentes BR,MRO,Óleo Lubrificante,134,484.48,474.05,Entregue
PO-10753,2023-03-14,2023-03-30,2023-03-27,102,Plásticos do Sul,Matéria-Prima,Bobina de Aço,276,116.77,123.87,Entregue
PO-10754,2023-09-02,2023-09-09,2023-09-09,101,Metalúrgica AçoForte,Embalagem,Pallet Padrão,10,360.78,379.83,Entregue
PO-10755,2023-05-14,2023-05-30,2023-05-28,102,Plásticos do Sul,Embalagem,Pallet Padrão,360,294.78,320.94,Entregue
PO-10756,2023-05-16,2023-06-04,2023-06-03,101,Metalúrgica AçoForte,Componentes,Parafuso Inox,91,285.03,295.55,Entregue
PO-10757,2023-11-15,2023-11-24,2023-11-21,106,Transportes & Log,MRO,Ferramentas de Corte,414,381.4,366.98,Entregue
PO-10758,2023-04-27,2023-05-10,2023-05-08,105,Química Inovadora,Embalagem,Pallet Padrão,203,114.63,131.13,Entregue
PO-10759,2023-11-30,2023-12-07,2023-12-07,108,Importadora Oriente,Componentes,Microchip X1,487,264.46,278.36,Entregue
PO-10760,2023-10-08,2023-10-28,2023-11-03,108,Importadora Oriente,Embalagem,Caixa Papelão G,79,17.51,16.8,Entregue
PO-10761,2023-05-18,2023-06-01,2023-05-29,101,Metalúrgica AçoForte,Componentes,Sensor Óptico,201,187.66,201.76,Entregue
PO-10762,2023-11-09,2023-11-17,2023-11-17,104,Global Embalagens,Componentes,Placa de Circuito,450,214.8,218.51,Entregue
PO-10763,2023-07-31,2023-08-08,2023-08-21,106,Transportes & Log,MRO,Óleo Lubrificante,329,417.91,470.63,Entregue
PO-10764,2023-01-12,2023-01-17,2023-01-17,107,Componentes BR,Embalagem,Caixa Papelão G,294,374.86,381.34,Entregue
PO-10765,2023-01-11,2023-01-22,2023-01-22,108,Importadora Oriente,Embalagem,Pallet Padrão,405,293.88,321.78,Entregue
PO-10766,2023-01-14,2023-01-23,2023-01-21,101,Metalúrgica AçoForte,Componentes,Parafuso Inox,289,218.78,232.81,Entregue
PO-10767,2023-02-19,2023-03-05,2023-03-20,101,Metalúrgica AçoForte,Embalagem,Caixa Papelão G,369,301.77,327.51,Entregue
PO-10768,2023-09-10,2023-09-24,2023-09-29,104,Global Embalagens,Embalagem,Pallet Padrão,391,351.87,338.22,Devolvido
PO-10769,2023-07-09,2023-07-18,2023-07-16,104,Global Embalagens,Matéria-Prima,Resina Epóxi,42,460.46,466.09,Entregue
PO-10770,2023-05-28,2023-06-06,2023-06-19,104,Global Embalagens,Componentes,Placa de Circuito,309,177.27,182.27,Entregue
PO-10771,2023-11-24,2023-12-02,2023-12-09,108,Importadora Oriente,MRO,Luvas de Proteção,92,355.89,343.01,Entregue
PO-10772,2023-02-04,2023-02-09,2023-02-07,108,Importadora Oriente,MRO,Óleo Lubrificante,313,241.31,232.54,Entregue
PO-10773,2023-01-03,2023-01-11,2023-01-11,104,Global Embalagens,Matéria-Prima,Polímero Granulado,275,213.92,223.11,Entregue
PO-10774,2023-01-26,2023-02-13,2023-02-13,101,Metalúrgica AçoForte,Componentes,Placa de Circuito,102,428.75,461.3,Entregue
PO-10775,2023-11-27,2023-12-08,2023-12-06,103,Eletrônicos Tech,Matéria-Prima,Polímero Granulado,53,331.06,358.28,Entregue
PO-10776,2023-08-07,2023-08-14,2023-08-12,103,Eletrônicos Tech,Componentes,Parafuso Inox,302,155.01,166.58,Entregue
PO-10777,2023-07-14,2023-07-30,2023-08-07,102,Plásticos do Sul,Componentes,Sensor Óptico,488,317.88,340.01,Entregue
PO-10778,2023-03-06,2023-03-17,2023-03-21,105,Química Inovadora,Componentes,Sensor Óptico,395,399.12,384.94,Devolvido
PO-10779,2023-09-25,2023-10-04,2023-10-04,103,Eletrônicos Tech,Embalagem,Pallet Padrão,32,276.53,264.79,Entregue
PO-10780,2023-01-05,2023-01-15,2023-01-15,108,Importadora Oriente,MRO,Óleo Lubrificante,466,204.98,230.73,Entregue
PO-10781,2023-10-01,2023-10-17,2023-10-19,103,Eletrônicos Tech,MRO,Ferramentas de Corte,165,216.48,244.83,Devolvido
PO-10782,2023-02-24,2023-03-02,2023-03-01,105,Química Inovadora,MRO,Luvas de Proteção,151,46.31,45.53,Entregue
PO-10783,2023-08-30,2023-09-09,2023-09-12,107,Componentes BR,Matéria-Prima,Resina Epóxi,497,371.16,435.97,Entregue
PO-10784,2023-07-15,2023-07-20,2023-07-17,105,Química Inovadora,Embalagem,Pallet Padrão,400,146.24,163.53,Entregue
PO-10785,2023-01-12,2023-01-24,2023-01-23,101,Metalúrgica AçoForte,Embalagem,Filme Stretch,482,407.85,444.74,Entregue
PO-10786,2023-08-24,2023-09-03,2023-09-18,106,Transportes & Log,Embalagem,Caixa Papelão G,364,418.53,454.99,Entregue
PO-10787,2023-05-15,2023-06-02,2023-05-31,103,Eletrônicos Tech,Matéria-Prima,Resina Epóxi,131,219.96,225.61,Entregue
PO-10788,2023-07-10,2023-07-19,,108,Importadora Oriente,Componentes,Placa de Circuito,61,221.3,232.42,Pendente
PO-10789,2023-02-08,2023-02-24,2023-02-27,101,Metalúrgica AçoForte,Matéria-Prima,Chapa de Alumínio,344,307.33,351.19,Entregue
PO-10790,2023-04-17,2023-05-06,2023-05-19,107,Componentes BR,Matéria-Prima,Chapa de Alumínio,433,294.41,287.51,Entregue
PO-10791,2023-08-27,2023-09-11,2023-09-08,101,Metalúrgica AçoForte,Componentes,Sensor Óptico,473,16.36,17.46,Entregue
PO-10792,2023-01-25,2023-02-07,2023-02-17,108,Importadora Oriente,Matéria-Prima,Polímero Granulado,466,284.88,276.68,Entregue
PO-10793,2023-09-05,2023-09-11,2023-09-12,101,Metalúrgica AçoForte,MRO,Óleo Lubrificante,231,417.14,406.35,Devolvido
PO-10794,2023-02-24,2023-03-03,2023-02-28,107,Componentes BR,Embalagem,Filme Stretch,48,359.15,421.4,Entregue
PO-10795,2023-03-05,2023-03-18,2023-03-17,108,Importadora Oriente,Matéria-Prima,Resina Epóxi,380,354.24,392.94,Entregue
PO-10796,2023-10-25,2023-11-03,2023-11-08,105,Química Inovadora,Componentes,Placa de Circuito,497,450.58,469.3,Entregue
PO-10797,2023-10-17,2023-11-03,2023-11-06,102,Plásticos do Sul,MRO,Luvas de Proteção,92,358.81,400.87,Devolvido
PO-10798,2023-06-07,2023-06-16,2023-06-25,108,Importadora Oriente,Matéria-Prima,Chapa de Alumínio,26,218.39,245.69,Entregue
PO-10799,2023-04-02,2023-04-16,2023-04-15,101,Metalúrgica AçoForte,MRO,Ferramentas de Corte,138,175.82,199.25,Entregue
PO-10800,2023-09-13,2023-09-18,2023-09-18,103,Eletrônicos Tech,Embalagem,Pallet Padrão,374,113.57,116.47,Entregue
PO-10801,2023-02-07,2023-02-23,2023-02-22,105,Química Inovadora,MRO,Ferramentas de Corte,52,312.92,316.58,Entregue
PO-10802,2023-03-21,2023-04-07,2023-04-07,108,Importadora Oriente,Componentes,Sensor Óptico,255,112.84,114.38,Entregue
PO-10803,2023-10-05,2023-10-24,2023-11-05,102,Plásticos do Sul,Embalagem,Filme Stretch,49,412.92,464.91,Entregue
PO-10804,2023-09-10,2023-09-15,2023-09-13,101,Metalúrgica AçoForte,Componentes,Placa de Circuito,44,102.62,110.89,Entregue
PO-10805,2023-12-04,2023-12-24,2023-12-23,103,Eletrônicos Tech,MRO,Óleo Lubrificante,164,299.1,298.05,Entregue
PO-10806,2023-06-13,2023-06-19,2023-06-17,108,Importadora Oriente,Componentes,Parafuso Inox,350,36.8,37.37,Entregue
PO-10807,2023-10-17,2023-11-03,,107,Componentes BR,MRO,Luvas de Proteção,421,348.13,407.87,Pendente
PO-10808,2023-09-26,2023-10-14,2023-10-19,106,Transportes & Log,Embalagem,Caixa Papelão G,481,107.97,113.09,Devolvido
PO-10809,2023-10-27,2023-11-12,2023-11-10,107,Componentes BR,MRO,Ferramentas de Corte,50,46.78,51.85,Entregue
PO-10810,2023-04-01,2023-04-20,2023-04-20,103,Eletrônicos Tech,MRO,Luvas de Proteção,221,453.06,433.12,Entregue
PO-10811,2023-03-04,2023-03-11,2023-03-11,104,Global Embalagens,Matéria-Prima,Chapa de Alumínio,104,351.79,364.98,Entregue
PO-10812,2023-08-02,2023-08-11,2023-08-11,106,Transportes & Log,Componentes,Parafuso Inox,440,205.76,222.86,Entregue
PO-10813,2023-05-18,2023-06-07,2023-06-04,104,Global Embalagens,Matéria-Prima,Bobina de Aço,165,122.61,122.42,Entregue
PO-10814,2023-10-02,2023-10-13,2023-10-17,101,Metalúrgica AçoForte,Embalagem,Pallet Padrão,343,54.35,62.92,Devolvido
PO-10815,2023-05-14,2023-05-19,2023-05-16,105,Química Inovadora,Embalagem,Pallet Padrão,420,254.92,279.42,Entregue
PO-10816,2023-08-26,2023-09-10,2023-09-09,101,Metalúrgica AçoForte,Matéria-Prima,Resina Epóxi,388,449.78,462.61,Entregue
PO-10817,2023-03-23,2023-04-08,2023-04-06,104,Global Embalagens,Componentes,Placa de Circuito,249,118.67,137.39,Entregue
PO-10818,2023-12-18,2023-12-30,2023-12-30,101,Metalúrgica AçoForte,MRO,Óleo Lubrificante,179,92.78,108.51,Entregue
PO-10819,2023-06-02,2023-06-11,2023-06-10,105,Química Inovadora,MRO,Ferramentas de Corte,185,90.82,101.78,Entregue
PO-10820,2023-05-20,2023-05-25,2023-06-09,104,Global Embalagens,Embalagem,Filme Stretch,480,281.39,330.97,Entregue
PO-10821,2023-10-30,2023-11-13,2023-11-10,102,Plásticos do Sul,MRO,Óleo Lubrificante,12,373.47,370.92,Entregue
PO-10822,2023-01-29,2023-02-11,2023-02-11,104,Global Embalagens,Componentes,Placa de Circuito,205,252.24,270.02,Entregue
PO-10823,2023-10-22,2023-11-10,2023-11-08,105,Química Inovadora,Componentes,Placa de Circuito,227,206.09,206.89,Entregue
PO-10824,2023-07-21,2023-07-29,2023-07-28,103,Eletrônicos Tech,Matéria-Prima,Polímero Granulado,318,133.25,131.11,Entregue
PO-10825,2023-06-29,2023-07-09,2023-07-07,106,Transportes & Log,Matéria-Prima,Resina Epóxi,289,487.57,482.79,Entregue
PO-10826,2023-06-18,2023-06-24,2023-06-23,104,Global Embalagens,MRO,Ferramentas de Corte,61,50.63,58.92,Entregue
PO-10827,2023-12-25,2024-01-04,,101,Metalúrgica AçoForte,MRO,Óleo Lubrificante,376,20.09,21.07,Pendente
PO-10828,2023-02-12,2023-02-22,2023-02-20,101,Metalúrgica AçoForte,Embalagem,Caixa Papelão G,237,292.75,323.76,Entregue
PO-10829,2023-11-22,2023-11-30,2023-11-28,101,Metalúrgica AçoForte,Embalagem,Filme Stretch,131,297.7,303.66,Entregue
PO-10830,2023-09-10,2023-09-29,2023-10-13,106,Transportes & Log,MRO,Óleo Lubrificante,103,53.73,61.19,Entregue
PO-10831,2023-10-10,2023-10-18,2023-10-16,107,Componentes BR,Embalagem,Filme Stretch,158,233.36,249.49,Entregue
PO-10832,2023-04-09,2023-04-24,2023-04-24,106,Transportes & Log,MRO,Luvas de Proteção,166,372.58,383.41,Entregue
PO-10833,2023-04-25,2023-05-14,2023-05-13,105,Química Inovadora,MRO,Ferramentas de Corte,146,423.27,433.51,Entregue
PO-10834,2023-04-11,2023-04-16,2023-04-26,102,Plásticos do Sul,Componentes,Microchip X1,47,394.72,447.8,Entregue
PO-10835,2023-09-09,2023-09-27,2023-09-25,106,Transportes & Log,MRO,Ferramentas de Corte,368,368.98,403.31,Entregue
PO-10836,2023-09-11,2023-09-23,2023-09-22,107,Componentes BR,Matéria-Prima,Bobina de Aço,91,88.74,86.62,Entregue
